Course Title,Rating,Review,What you will learn
Guitar Performance Techniques,4.5,46,Develop warm-up techniques to prepare for ensemble playingIdentify and play common chordal accompanimentDemonstrate ensemble playing techniques while performing
Exploring Piano Literature: The Piano Sonata Specialization,4.9,24,Identify specific historical time periods in which the popularity of sonatas increases or decreases and the reasons behind these trends. Identify sonata formRecognize the most influential pieces in the sonata repertoire. 
Re-imaging God in Korean Context,4.8,100,
The Piano Sonata: Origins to Mozart,4.9,22,"Understand how sonata form works and where it came from.Analyze the early history of the piano sonata.Differentiate between Baroque, Galant, and Classical styles."
Introduction to Italian Opera,4.8,10,
Touring 101 for Musicians,4.8,10,
Transmedia Writing,4.4,59,
How to Create Color Gradients in Adobe Illustrator,4.8,10,Learning about tools inside the gradient and how to create a linear gradient in Adobe Illustrator.Learn how to create a radial gradient in Adobe Illustrator.Learn how to create a freeform gradient in Adobe Illustrator.
编剧：像导演一样编剧,4.8,44,
Capstone: Your Story,4.6,393,
Jazz Improvisation,4.8,782,Use storytelling as a tool to improve your improvisationPractice and use various scales to improve your improvisation skillsIdentify harmonic motion in a songUse guide tones and guide tone lines when you're improvising
Audio digital con Pure Data,4.8,37,
Capstone: Create your own professional journalistic portfolio,4.7,83,
Grabación y postproducción musical dentro y fuera del estudio,4.7,79,
Print and Digital Elements of Design: Branding and User Experience,4.7,245,"Relate how to best work with graphic designers, printers and web designers.Explore the printing elements of graphic design.Examine the online elements of graphic design."
Introducción a la guitarra,4.8,446,
Meditation: A way to achieve your goals in your life,4.6,986,
"Ukraine: History, Culture and Identities",4.7,195,"A short introductory course in the history, culture, and society of Ukraine from the Middle Ages to the present."
Modern Hebrew Poetry   שירה עברית מודרנית  ,4.8,116,
Exploring Beethoven’s Piano Sonatas,4.8,592,
Art and the Digital Transformation,4.8,10,
Modern & Contemporary American Poetry (“ModPo”),4.9,544,
Iniciación a los jeroglíficos egipcios,4.9,293,"Te iniciarás en la escritura jeroglífica, en sus signos y su funcionamiento.Te iniciarás en la gramática de la lengua egipcia clásica.Serás capaz de leer e interpretar con propiedad pasajes sencillos de textos literarios y funerarios."
The Fall and Rise of Jerusalem,4.6,327,
Introduction to UX Design MasterTrack Certificate Program,3.9,12,"After finishing our Mastertrack program, you'll gain  artful and scientific skills in conducting and evaluating user experience design and research. After finishing the program, you will apply your new career skills by designing a proposal and developing a user experience product for organization "
The Modern and the Postmodern (Part 2),4.8,353,
Effective Altruism,4.7,696,
Piano Scales for Modern Music,4.8,10,Construct and play a variety of scales used in contemporary musicIdentify scales in multi-genre melodies and harmoniesCompose and improvise melodies using scalesUtilize effective practice routines to quickly improve your piano playing
America Through Foreign Eyes,4.7,380,
Fondamentaux de l’infographie,4.2,13,"Mettre en œuvre les principes fondamentaux de la couleur : visuel, rythme et modèle de la conceptionUtiliser l'échelle, le poids, la direction, la texture et l'espace dans une composition Composer du texte et expérimenter avec les formes de lettresCréer votre propre série d'images en utilisant différentes techniques de création d'images  "
El Valle de los Reyes,4.9,380,
"Revolutionary Ideas: Utility, Justice, Equality, Freedom",4.7,263,
A Voice of Their Own. Women's Spirituality in the Middle Ages.,4.4,99,
Reason and Persuasion: Thinking Through Three Dialogues By Plato,4.4,321,
Intellectual Humility: Theory,4.5,359,
Reality Bites: Introduction to metaphysics,4.6,11,
Organising an Empire: The Assyrian Way,4.8,735,
The Importance and Power of Music in our Society,4.6,67,
活用希臘哲學 (Understanding the Greek Philosophy),4.9,233,
At the Origins of the Mediterranean Civilization: Archaeology of the City from the Levant to the West - 3rd-1st millennium BC,4.5,404,
The Talmud: A Methodological Introduction,4.6,277,
The Making of Modern Ukraine,4.8,10,
Building Your Career as a Professional Singer,4.8,10,
Archaeology and Heritage of Africa,4.9,12,
How to Make Money with Your Music Copyrights,4.8,10,
"American Education Reform: History, Policy, Practice",4.7,103,
Egypt before and after pharaohs. ,4.5,124,
史記 (Shi Ji),4.9,207,
Thought Experiments: An introduction to philosophy,3.9,10,
Classics of Chinese Humanities: Guided Readings,4.7,51,
崑曲之美,4.9,532,
"莊子─姿勢、意識與感情 (Zhuangzi─Posture, Awareness, and Sentiment)",4.9,197,
East Asian Religions & Ecology,4.9,12,
Structuring Values in Modern China,4.7,32,
Visualizing Women's Work: Using Art Media for Social Justice,4.5,45,"How to describe the role of gender bias in historical public art and design and how it perpetuates cultural norms of gender inequity, such as ""work"""
The Holocaust through the Perspective of Primary Sources,4.8,10,
"Religion and Thought in Modern China: the Song, Jin, and Yuan",4.6,41,
杏林探宝——认知中药,4.6,126,
Arch of Titus: Rome and the Menorah,4.5,119,
The Worldview of Thomas Berry:  The Flourishing of the Earth Community,4.7,132,
PRINCÍPIOS GERAIS DA TÉCNICA DO VIOLINO E DA VIOLA DE ARCO,4.9,68,"Como posicionar o instrumento, como posicionar a mão esquerda, como segurar o arcoConhecer as principais escolas violinísticas e os principais golpes de arcoAprender maneiras de estudar mudanças de posição e vibratoComo organizar o estudo diário do instrumento"
Benjamin Franklin and His World,4.8,14,
Introducción a la producción de música,4.7,260,
Introducción al Arte Sonoro,4.8,270,
Desarrollando tu musicalidad,4.8,503,
"Revolutionary Ideas: Borders, Elections, Constitutions, Prisons",4.8,26,
中國古代歷史與人物：秦始皇（Qin Shi Huang),4.9,224,
Introduzione alla Storia dell'Architettura Contemporanea,4.8,171,Questo corso offre un punto di vista utile per interpretare le vicende dell’architettura ovvero dell’arte di costruire spazi per la vita quotidiana. 
Luther and the West,4.6,99,
Theatre and Globalization,4.7,215,
Asia Oriental en el s. XX: introducción desde la Historia,4.9,15,
Intimacy of Creativity: Entering the Minds of Composers,4.6,69,
Intellectual Change in Early China: Warring States and Han,4.7,114,
"William Shakespeare's Twelfth Night: Comedy, Conflict, and Community",4.7,29,"Engage Shakespeare’s play through appreciation of the richness of language, the complexity of his characters, and the intricacy of his narrativesGrasp the primary interpretive questions facing readers, actors, and scholars of Twelfth NightEnhance enjoyment of the play through insight into the richness, humor, and power of Shakespeare’s presentation of the human conditionView Shakespeare’s plays as an invitation to interpret and create, empowering you as a thinker and creator"
